SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,PHONE_CHANGE_YEARS,YEARS_EMPLOYED,CREDIT_PERCENT_INCOME,ANNUITY_CREDIT_PERCENT_INCOME,CREDIT_REFUND_TIME,DAYS_EMPLOYED_PERCENT,INCOME_PER_PERSON,FLAG_CG_ratio,DAYS_ID_4200,NAME_CONTRACT_TYPE_,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_TYPE_SUITE_Children,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Academic degree,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,TARGET
100595,1,0,0,0,247500.0,450000.0,35685.0,450000.0,0.0145199999999999,-182.0,-4740,9.0,1,0,0,2,2,12,0,0,0,0.4762887394510871,0.5625096216720853,0.5744466170995097,0.9826,1,0,43.0,7.0,3.0,1.818181818181818,0.1441818181818182,12.61034047919294,0.0637147638048654,123750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
100596,1,0,0,0,117000.0,599778.0,25542.0,477000.0,0.020713,-9324.0,-740,9.0,1,0,0,3,3,7,0,0,0,0.5045528322495314,0.396840477344252,0.4311917977993083,0.9816,1,0,47.0,1.0,2.0,5.126307692307693,0.2183076923076923,23.482029598308667,0.0435566410793207,117000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100597,1,0,0,0,135000.0,734994.0,23841.0,526500.0,0.019101,-12450.0,-732,9.0,1,0,0,2,2,16,0,0,0,0.4809044024296791,0.2677312983043717,0.6738300778602003,0.9816,1,0,51.0,0.0,4.0,5.4444,0.1766,30.82899207248018,0.0767953729984469,135000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100598,0,0,0,0,202500.0,1125000.0,44617.5,1125000.0,0.015221,-1545.0,-4237,9.0,1,1,1,2,2,9,1,1,0,0.4809044024296791,0.2665197753925157,0.6380435278721609,0.9816,0,0,37.0,3.0,3.0,5.555555555555555,0.2203333333333333,25.214321734745337,0.0788511749347258,101250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100599,0,0,0,0,315000.0,835380.0,40320.0,675000.0,0.032561,-8386.0,-4028,9.0,1,0,0,1,1,12,0,0,0,0.4809044024296791,0.6824053810642432,0.0534780873611726,0.9767,1,0,44.0,2.0,10.0,2.652,0.128,20.71875,0.2370168145436495,157500.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100600,1,0,0,2,112500.0,1237684.5,47272.5,1138500.0,0.018029,-4199.0,-4369,9.0,1,0,1,3,3,5,0,0,0,0.7089302663807847,0.2297064416266523,0.5136937663039473,0.9881,1,0,40.0,5.0,22.0,11.00164,0.4202,26.18191337458353,0.5486407701172802,28125.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100601,1,0,0,0,157500.0,284400.0,14724.0,225000.0,0.04622,-6251.0,-3906,9.0,1,1,0,1,1,14,0,1,1,0.4809044024296791,0.6864718528356194,0.511891801533151,0.9816,1,0,37.0,5.0,2.0,1.8057142857142856,0.0934857142857142,19.31540342298289,0.0672144496261751,78750.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100603,0,0,0,0,144000.0,442791.0,28426.5,400500.0,0.019101,-5682.0,-3415,9.0,1,0,0,2,2,14,0,0,0,0.5284771830341518,0.2467856705956364,0.6817058776720116,0.9816,1,0,54.0,6.0,6.0,3.0749375,0.19740625,15.576697799588413,0.1015506998288188,72000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
100604,1,0,1,0,180000.0,278460.0,19800.0,225000.0,0.072508,-6654.0,-1109,9.0,1,1,1,1,1,20,0,0,0,0.4809044024296791,0.7095658448332834,0.5226973172821112,0.9791,1,0,23.0,2.0,2.0,1.547,0.11,14.063636363636364,0.0932052650302383,90000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100605,1,1,0,1,229500.0,1006920.0,72778.5,900000.0,0.00823,-4568.0,-1344,0.0,1,0,0,2,2,15,0,0,0,0.4809044024296791,0.6554959334572515,0.5226973172821112,0.9767,1,0,27.0,4.0,1.0,4.387450980392157,0.3171176470588235,13.835404686823718,0.028125,76500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100609,1,0,0,0,180000.0,294322.5,19800.0,243000.0,0.022625,-2341.0,-1925,9.0,1,1,1,2,2,11,1,1,0,0.4809044024296791,0.2029987104246406,0.5226973172821112,0.9816,1,0,25.0,0.0,1.0,1.635125,0.11,14.864772727272728,0.0529729729729729,180000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100610,1,1,0,0,292500.0,900000.0,26446.5,900000.0,0.019101,-184.0,-5119,9.0,1,0,0,2,2,14,0,1,1,0.4809044024296791,0.5774355226684095,0.3328505641648731,0.995,1,0,36.0,0.0,1.0,3.076923076923077,0.0904153846153846,34.03096818104475,0.0332806264588509,292500.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
100611,1,0,1,0,135000.0,254700.0,16276.5,225000.0,0.018634,-3072.0,-256,9.0,1,0,0,2,2,15,0,0,0,0.8155149615810321,0.4737248754893044,0.5226973172821112,0.9816,1,0,48.0,5.0,9.0,1.8866666666666667,0.1205666666666666,15.648327343102018,0.1974536904283994,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100612,1,1,1,0,157500.0,1288350.0,37669.5,1125000.0,0.0066709999999999,-6268.0,-5016,19.0,1,1,0,2,2,19,0,0,0,0.4809044024296791,0.7626841719393695,0.4329616670974407,0.9821,1,0,40.0,7.0,10.0,8.18,0.2391714285714285,34.20140962847928,0.2449049612296713,78750.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100614,1,0,1,0,90000.0,180000.0,9000.0,180000.0,0.015221,-7219.0,-786,9.0,1,0,1,2,2,13,0,0,0,0.4809044024296791,0.3508157149320979,0.1500851762342935,0.9856,0,0,22.0,0.0,0.0,2.0,0.1,20.0,0.0190745754368693,90000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100615,1,0,0,0,180000.0,675000.0,19867.5,675000.0,0.018209,-2520.0,-1732,9.0,1,0,0,3,3,12,0,0,0,0.5477274385834584,0.5864156178486654,0.6848276586890367,0.9563,1,0,50.0,0.0,15.0,3.75,0.110375,33.975084937712346,0.3002623811085602,180000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
100616,0,1,1,0,225000.0,203760.0,22072.5,180000.0,0.072508,-4346.0,-1804,9.0,1,0,0,1,1,10,0,0,0,0.4809044024296791,0.3443346534614073,0.5226973172821112,0.9851,1,0,37.0,7.0,1.0,0.9056,0.0981,9.231396534148828,0.017357762777242,225000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100619,1,0,1,0,99000.0,364896.0,13653.0,315000.0,0.005084,-5089.0,-2320,9.0,1,1,1,2,2,10,0,0,0,0.483896171527637,0.5792646214868447,0.3328505641648731,0.9816,1,0,31.0,5.0,2.0,3.6858181818181817,0.1379090909090909,26.726433750824,0.0797776980996773,99000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100620,1,0,0,0,225000.0,1800000.0,49500.0,1800000.0,0.072508,-3305.0,-941,9.0,1,1,1,1,1,17,0,1,1,0.4809044024296791,0.6737371194166208,0.5352762504724826,0.9816,1,0,48.0,2.0,5.0,8.0,0.22,36.36363636363637,0.1143317230273752,112500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100621,0,1,0,0,450000.0,1312110.0,52168.5,1125000.0,0.032561,-7.0,-1678,6.0,1,0,0,1,1,12,0,0,0,0.4809044024296791,0.8151144869220309,0.6706517530862718,0.9786,1,0,50.0,5.0,11.0,2.9158,0.11593,25.151384456137325,0.2165458141067897,225000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100623,1,0,0,0,207000.0,380533.5,16249.5,328500.0,0.04622,-8156.0,-1338,9.0,1,0,0,1,1,12,0,0,0,0.7353259150247425,0.7111630524629869,0.5226973172821112,0.9886,1,0,49.0,2.0,15.0,1.8383260869565217,0.0785,23.41816671282193,0.301759514306594,103500.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100626,1,0,0,3,337500.0,926136.0,37849.5,760500.0,0.006629,-823.0,-3889,9.0,1,0,0,2,2,10,0,0,0,0.4809044024296791,0.6662285294890606,0.6263042766749393,0.9816,0,0,31.0,0.0,1.0,2.7441066666666667,0.1121466666666666,24.468909761027227,0.0178094390026714,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100627,1,0,0,0,162000.0,874152.0,46701.0,810000.0,0.072508,-9065.0,-3922,9.0,1,0,1,1,1,9,0,0,0,0.4809044024296791,0.7299545724218648,0.5226973172821112,0.9826,0,0,41.0,2.0,23.0,5.396,0.2882777777777778,18.718057429177104,0.5506938450302105,81000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100628,1,1,1,1,121500.0,225000.0,8469.0,225000.0,0.02461,-3132.0,-4087,11.0,1,0,1,2,2,16,0,0,0,0.7578384487300267,0.6897335787474733,0.4118485559242397,0.9791,1,0,43.0,8.0,1.0,1.851851851851852,0.0697037037037037,26.56748140276302,0.0136557973326526,40500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
100629,1,0,0,0,112500.0,201024.0,8982.0,144000.0,0.035792,-6241.0,-829,9.0,1,0,0,2,2,16,0,0,0,0.4809044024296791,0.6821351782293961,0.746300213050371,0.9811,1,0,47.0,1.0,25.0,1.78688,0.07984,22.380761523046093,0.537424023154848,56250.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100630,1,1,1,0,202500.0,675000.0,18693.0,675000.0,0.010006,-1673.0,-2188,8.0,1,1,1,2,1,17,0,0,0,0.3260915867569756,0.7562046572029202,0.3706496323299817,0.9965,0,0,26.0,4.0,2.0,3.333333333333333,0.0923111111111111,36.10977371208474,0.0836833263334733,202500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100631,1,0,0,1,135000.0,913500.0,26838.0,913500.0,0.010643,-760.0,-1056,9.0,1,0,0,2,2,15,0,0,0,0.4809044024296791,0.4110393404339365,0.7981372313187245,0.9752,1,0,48.0,4.0,7.0,6.766666666666667,0.1988,34.03755868544601,0.1377105338281473,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100632,0,1,0,0,225000.0,732915.0,79065.0,675000.0,0.032561,-3466.0,-3465,5.0,1,0,0,1,1,11,0,0,0,0.7164199748216679,0.7488215401330586,0.5226973172821112,0.9935,0,0,44.0,2.0,3.0,3.2574,0.3514,9.269778030734209,0.0658845322630441,112500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100633,0,1,0,1,247500.0,414792.0,25195.5,315000.0,0.010966,-7238.0,-3580,4.0,1,0,0,2,2,15,0,0,0,0.4809044024296791,0.6648558588234277,0.4014074137749511,0.9816,1,0,36.0,2.0,4.0,1.6759272727272727,0.1018,16.462939810680478,0.1185151376844667,82500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100634,1,0,0,0,108000.0,157500.0,14575.5,157500.0,0.015221,-1255.0,-2831,9.0,1,1,1,2,2,8,0,0,0,0.3110191187839123,0.3301910081433365,0.5226973172821112,0.9816,1,0,34.0,6.0,4.0,1.4583333333333333,0.1349583333333333,10.805804260574252,0.1266480223731522,54000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100635,1,0,0,0,157500.0,238500.0,19120.5,238500.0,0.025164,-373.0,-662,9.0,1,0,0,2,2,6,0,0,0,0.6944670296522197,0.7094757062024096,0.0920128093981064,0.9791,1,0,34.0,1.0,8.0,1.5142857142857142,0.1214,12.47352318192516,0.2509580105992662,78750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100636,1,0,0,0,211500.0,1506816.0,49927.5,1350000.0,0.026392,-3528.0,-4578,9.0,1,0,1,2,2,18,0,0,0,0.4809044024296791,0.6593816202969812,0.5638350489514956,0.9821,1,0,58.0,4.0,4.0,7.124425531914894,0.236063829787234,30.18008111762055,0.0732090191228237,211500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100637,1,0,0,0,270000.0,765000.0,38250.0,765000.0,0.032561,-12685.0,-4236,9.0,1,0,1,1,1,11,0,0,0,0.9247014845782382,0.7924159339263379,0.7503751495159068,0.9821,0,0,63.0,0.0,6.0,2.833333333333333,0.1416666666666666,20.0,0.1031333304199624,135000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100638,0,1,0,0,135000.0,203760.0,20151.0,180000.0,0.019101,-4237.0,-4237,2.0,1,0,0,2,2,9,0,0,0,0.2758026623178325,0.3286789964215449,0.6545292802242897,0.9816,1,0,37.0,2.0,4.0,1.5093333333333334,0.1492666666666666,10.111656989727557,0.104024354024354,67500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100639,1,0,0,0,90000.0,158301.0,15552.0,148500.0,0.00702,-5059.0,-1120,9.0,1,0,0,2,2,15,0,1,1,0.4809044024296791,0.5097973062616001,0.7295666907060153,0.9757,1,0,48.0,0.0,2.0,1.7589,0.1728,10.178819444444445,0.0314118249587435,45000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100640,1,0,0,2,157500.0,373311.0,20380.5,283500.0,0.006207,-356.0,-4298,9.0,1,0,0,2,2,16,0,0,0,0.4809044024296791,0.7778864376281709,0.5154953751603267,0.999,1,0,33.0,5.0,6.0,2.370228571428572,0.1294,18.317067785383088,0.1901236645074451,39375.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100641,0,0,0,0,112500.0,254700.0,20250.0,225000.0,0.028663,-11393.0,-2704,9.0,1,0,0,2,2,14,0,1,1,0.4809044024296791,0.0718225508515123,0.5226973172821112,0.9816,1,0,31.0,1.0,1.0,2.264,0.18,12.577777777777778,0.040245506356861,56250.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
100644,1,1,0,2,76500.0,119925.0,13045.5,112500.0,0.014464,-2688.0,-3524,0.0,1,0,1,2,2,3,0,0,0,0.4809044024296791,0.3738132122821817,0.6430255641096323,0.9692,1,0,34.0,1.0,4.0,1.5676470588235294,0.1705294117647058,9.192825112107624,0.1308673674075262,19125.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100645,0,1,1,0,247500.0,900000.0,31887.0,900000.0,0.019101,-4374.0,-4376,2.0,1,1,0,2,2,22,0,1,1,0.4809044024296791,0.6541960385792541,0.4507472818545589,0.9816,1,0,34.0,1.0,9.0,3.636363636363636,0.1288363636363636,28.22466836014677,0.2701782820097245,247500.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100646,0,1,0,0,216000.0,640080.0,31261.5,450000.0,0.010032,-1290.0,-974,22.0,1,0,0,2,2,6,0,1,1,0.4809044024296791,0.4896818497124617,0.4329616670974407,0.9816,0,0,42.0,2.0,1.0,2.9633333333333334,0.1447291666666666,20.475025190729813,0.0196673706441393,108000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100647,1,0,0,0,99000.0,247500.0,12375.0,247500.0,0.025164,-1203.0,-672,9.0,1,0,0,2,2,8,0,0,0,0.4809044024296791,0.6241457248117958,0.4794489811780563,0.9816,0,0,47.0,2.0,3.0,2.5,0.125,20.0,0.0613113989032785,49500.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100648,0,1,1,0,67500.0,225000.0,11074.5,225000.0,0.018209,-5956.0,-4045,15.0,1,0,0,3,3,15,0,1,1,0.2798943857491423,0.3989098107635719,0.5226973172821112,0.9816,1,0,35.0,3.0,4.0,3.333333333333333,0.1640666666666666,20.31694433157253,0.1260491018903443,33750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100649,1,0,1,2,180000.0,284400.0,13387.5,225000.0,0.020713,-4833.0,-3068,9.0,1,0,0,3,3,14,0,0,0,0.4809044024296791,0.0234819949473362,0.5226973172821112,0.9781,1,0,32.0,0.0,13.0,1.58,0.074375,21.2436974789916,0.4146571698275122,45000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
100650,0,0,1,0,135000.0,808650.0,31333.5,675000.0,0.031329,-988.0,-124,9.0,1,1,1,2,2,9,0,0,0,0.2915178271057489,0.4494478726724428,0.2608559142068693,0.9816,1,0,45.0,6.0,4.0,5.99,0.2321,25.807841447651874,0.0902183090097696,135000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
100651,1,1,1,0,157500.0,634482.0,20596.5,454500.0,0.020713,-27.0,-1164,10.0,1,1,1,3,2,10,0,0,0,0.4809044024296791,0.6673994002356698,0.746300213050371,0.9801,1,0,35.0,3.0,6.0,4.028457142857143,0.1307714285714285,30.805331002840287,0.1768967128836267,78750.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
